"Date","Price","Open","High","Low","Vol.","Change %"
"01/26/2018","144.964","144.860","146.217","144.476","","0.10%"
"01/25/2018","144.814","145.716","146.954","144.210","","-0.61%"
"01/24/2018","145.706","143.430","145.905","143.394","","1.58%"
"01/23/2018","143.440","143.652","143.838","142.773","","-0.15%"
"01/22/2018","143.657","142.609","143.698","142.445","","0.89%"
"01/19/2018","142.393","142.985","143.463","142.334","","-0.40%"
"01/18/2018","142.959","142.321","143.175","142.048","","0.48%"
"01/17/2018","142.280","142.052","143.479","141.611","","0.15%"
"01/16/2018","142.063","142.052","142.319","141.558","","0.00%"
"01/15/2018","142.058","141.488","142.489","141.405","","0.41%"
"01/12/2018","141.483","139.567","141.627","139.467","","1.37%"
"01/11/2018","139.577","139.247","139.757","138.742","","0.23%"
"01/10/2018","139.257","139.743","139.994","139.057","","-0.34%"
"01/09/2018","139.733","140.053","140.475","139.351","","-0.21%"
"01/08/2018","140.022","140.188","140.343","139.547","","-0.11%"
"01/05/2018","140.183","140.123","140.309","139.624","","0.03%"
"01/04/2018","140.138","139.880","140.264","139.499","","0.18%"
"01/03/2018","139.885","140.374","140.846","139.684","","-0.34%"
"01/02/2018","140.364","139.397","140.588","139.272","","0.72%"
"01/01/2018","139.356","139.470","139.552","139.248","","-0.08%"
"12/29/2017","139.470","138.887","139.784","138.690","","0.43%"
"12/28/2017","138.871","138.329","139.011","138.267","","0.40%"
"12/27/2017","138.324","137.752","138.660","137.685","","0.42%"
"12/26/2017","137.752","137.706","137.922","137.474","","0.04%"
"12/25/2017","137.701","137.593","137.989","137.572","","0.05%"
"12/22/2017","137.634","137.943","138.098","137.490","","-0.22%"
"12/21/2017","137.938","137.896","138.128","137.376","","0.03%"
"12/20/2017","137.901","137.999","138.389","137.855","","-0.08%"
"12/19/2017","138.005","138.046","138.199","137.443","","-0.03%"
"12/18/2017","138.046","137.628","138.484","137.344","","0.41%"
"12/15/2017","137.478","138.747","138.923","137.210","","-0.91%"
"12/14/2017","138.747","138.484","139.083","138.190","","0.18%"
"12/13/2017","138.494","137.298","138.510","137.146","","0.87%"
"12/12/2017","137.298","137.525","137.958","137.159","","-0.17%"
"12/11/2017","137.525","138.211","138.479","137.437","","-0.49%"
"12/08/2017","138.200","138.668","139.412","137.685","","-0.32%"
"12/07/2017","138.647","137.814","138.771","137.191","","0.61%"
"12/06/2017","137.804","138.592","138.649","137.377","","-0.57%"
"12/05/2017","138.597","139.114","139.155","137.788","","-0.37%"
"12/04/2017","139.108","138.844","139.592","138.316","","0.25%"
"12/01/2017","138.767","139.375","139.796","138.551","","-0.45%"
"11/30/2017","139.391","138.443","139.628","138.417","","0.68%"
"11/29/2017","138.448","137.915","138.861","137.915","","0.38%"
"11/28/2017","137.930","137.646","138.427","136.705","","0.16%"
"11/27/2017","137.708","137.776","138.391","137.314","","-0.05%"
"11/24/2017","137.776","137.487","138.117","136.994","","0.22%"
"11/23/2017","137.477","137.847","138.315","137.151","","-0.28%"
"11/22/2017","137.863","136.830","137.904","136.622","","0.75%"
"11/21/2017","136.830","137.048","137.662","136.586","","-0.16%"
"11/20/2017","137.054","137.071","137.729","136.729","","0.02%"
"11/17/2017","137.024","136.954","137.565","136.628","","0.04%"
"11/16/2017","136.964","136.665","136.980","136.122","","0.23%"
"11/15/2017","136.654","136.516","137.034","136.060","","0.10%"
"11/14/2017","136.521","136.013","136.754","135.517","","0.37%"
"11/13/2017","136.013","136.581","136.731","135.317","","-0.47%"
"11/10/2017","136.654","136.187","137.068","135.840","","0.34%"
"11/09/2017","136.187","135.772","136.410","135.513","","0.31%"
"11/08/2017","135.772","136.466","136.640","135.492","","-0.52%"
"11/07/2017","136.476","136.441","136.666","135.852","","0.01%"
"11/06/2017","136.462","135.692","136.503","135.382","","0.64%"
"11/03/2017","135.598","135.487","136.113","135.029","","0.08%"
"11/02/2017","135.487","137.351","137.950","135.321","","-1.36%"
"11/01/2017","137.361","137.867","138.286","137.320","","-0.37%"
"10/31/2017","137.878","137.078","137.945","136.786","","0.56%"
"10/30/2017","137.104","136.186","137.177","136.040","","0.61%"
"10/27/2017","136.279","136.551","136.577","135.405","","-0.19%"
"10/26/2017","136.535","137.614","137.785","136.395","","-0.78%"
"10/25/2017","137.614","136.245","137.860","136.115","","0.97%"
"10/24/2017","136.286","136.868","137.225","136.068","","-0.42%"
"10/23/2017","136.858","136.491","137.168","136.025","","0.26%"
"10/20/2017","136.506","136.206","136.720","135.189","","0.23%"
"10/19/2017","136.196","136.611","136.848","135.564","","-0.30%"
"10/18/2017","136.606","136.411","136.621","135.862","","0.14%"
"10/17/2017","136.416","136.873","137.565","135.973","","-0.33%"
